"subject","cond","t","predictable","rt"
185,2,10,"1",894
185,2,10,"3",913
185,2,11,"1",608
185,2,11,"3",435
185,2,12,"1",1055
185,2,12,"3",553
185,2,13,"1",873
185,2,14,"1",875
185,2,14,"3",533
185,2,15,"1",882
185,2,15,"3",358
185,2,16,"1",797
185,2,16,"3",310
185,2,17,"1",890
185,2,17,"3",263
185,2,18,"1",783
185,2,18,"3",257
185,2,19,"1",760
185,2,19,"3",240
185,2,20,"1",615
185,2,20,"3",330
185,2,21,"1",537
185,2,21,"3",262
185,2,22,"1",553
185,2,22,"3",258
185,2,23,"1",716
185,2,23,"3",265
185,2,24,"1",728
185,2,24,"3",260
185,2,25,"1",785
185,2,25,"3",287
185,2,26,"1",507
185,2,26,"3",260
185,2,27,"1",445
185,2,27,"3",245
185,2,28,"1",838
185,2,28,"3",225
185,2,29,"1",663
185,2,29,"3",242
185,2,30,"1",865
185,2,30,"3",857
185,2,31,"1",888
185,2,31,"3",665
185,2,32,"1",803
185,2,32,"3",1280
185,2,33,"1",997
185,2,33,"3",975
185,2,34,"1",767
185,2,34,"3",970
185,2,35,"1",828
185,2,35,"3",518
185,2,36,"1",1028
185,2,36,"3",332
185,2,37,"1",778
185,2,37,"3",348
185,2,38,"1",903
185,2,38,"3",213
185,2,39,"1",1055
185,2,39,"3",409
185,2,40,"1",1012
185,2,40,"3",421
185,2,41,"1",970
185,2,41,"3",247
185,2,42,"1",792
185,2,42,"3",255
185,2,43,"1",828
185,2,43,"3",155
185,2,44,"1",870
185,2,45,"1",891
185,2,45,"3",805
185,2,46,"1",879
185,2,46,"3",330
185,2,47,"1",789
185,2,47,"3",325
185,2,48,"1",850
185,2,48,"3",75
185,2,49,"1",796
185,2,49,"3",872
185,2,50,"1",893
185,2,50,"3",608
185,2,51,"1",761
185,2,51,"3",216
185,2,52,"1",783
185,2,52,"3",794
185,2,53,"1",1269
185,2,53,"3",1265
185,2,54,"1",564
185,2,54,"3",593
185,2,55,"1",783
185,2,55,"3",326
185,2,56,"1",885
185,2,56,"3",138
185,2,57,"1",674
185,2,57,"3",437
185,2,58,"1",655
185,2,58,"3",298
185,2,59,"1",866
185,2,59,"3",267
185,2,60,"1",880
185,2,60,"3",342
185,2,61,"1",429
185,2,61,"3",334
185,2,62,"1",682
185,2,62,"3",1039
185,2,63,"1",493
185,2,63,"3",230
185,2,64,"1",888
185,2,64,"3",390
185,2,65,"1",982
185,2,65,"3",931
185,2,66,"1",807
185,2,66,"3",203
185,2,67,"1",659
185,2,67,"3",19
185,2,68,"1",787
185,2,68,"3",20
185,2,69,"1",769
185,2,69,"3",31
185,2,70,"1",660
185,2,70,"3",6
185,2,71,"1",520
185,2,71,"3",25
185,2,72,"1",457
185,2,72,"3",27
42,1,1,"1",849
42,1,1,"3",991
42,1,2,"1",776
42,1,2,"3",725
42,1,3,"1",665
42,1,3,"3",640
42,1,4,"1",698
42,1,4,"3",590
42,1,5,"1",665
42,1,5,"3",575
42,1,6,"1",670
42,1,6,"3",596
42,1,7,"3",689
42,1,8,"1",709
42,1,8,"3",666
42,1,9,"1",729
42,1,9,"3",629
42,1,10,"1",694
42,1,10,"3",603
42,1,11,"1",657
42,1,11,"3",599
42,1,12,"1",683
42,1,12,"3",408
42,1,13,"1",1086
42,1,13,"3",1108
42,1,14,"1",1083
42,1,14,"3",1162
42,1,15,"1",872
42,1,15,"3",1101
42,1,16,"1",1062
42,1,16,"3",1065
42,1,17,"1",887
42,1,17,"3",1075
42,1,18,"1",1034
42,1,18,"3",1106
42,1,19,"1",1475
42,1,19,"3",1049
42,1,20,"1",917
42,1,20,"3",1055
42,1,21,"1",980
42,1,21,"3",1057
42,1,22,"1",1126
42,1,22,"3",1115
42,1,23,"1",1064
42,1,23,"3",1302
42,1,24,"1",1036
42,1,24,"3",1129
42,1,25,"1",1038
42,1,25,"3",1094
42,1,26,"1",907
42,1,26,"3",1000
42,1,27,"1",991
42,1,27,"3",1077
42,1,28,"1",1036
42,1,28,"3",1011
42,1,29,"1",925
42,1,29,"3",932
42,1,30,"1",973
42,1,30,"3",1210
42,1,31,"1",961
42,1,31,"3",878
42,1,32,"1",994
42,1,32,"3",1021
42,1,33,"1",988
42,1,33,"3",955
42,1,34,"1",919
42,1,34,"3",1084
42,1,35,"1",940
42,1,35,"3",1058
42,1,36,"1",923
42,1,36,"3",890
42,1,37,"1",876
42,1,37,"3",1130
42,1,38,"1",885
42,1,38,"3",914
42,1,39,"1",861
42,1,39,"3",1050
42,1,40,"1",894
42,1,40,"3",1044
42,1,41,"1",1152
42,1,41,"3",1029
42,1,42,"1",955
42,1,42,"3",1161
42,1,43,"1",926
42,1,43,"3",875
42,1,44,"1",990
42,1,44,"3",811
42,1,45,"1",453
42,1,45,"3",938
42,1,46,"1",897
42,1,46,"3",958
42,1,47,"1",908
42,1,47,"3",841
42,1,48,"1",862
42,1,48,"3",1036
42,1,49,"1",880
42,1,50,"1",775
42,1,50,"3",965
42,1,51,"1",857
42,1,52,"3",1001
42,1,53,"1",949
42,1,53,"3",1249
42,1,54,"1",1114
42,1,55,"1",833
42,1,55,"3",839
42,1,56,"1",894
42,1,56,"3",837
42,1,57,"1",867
42,1,58,"1",1313
42,1,58,"3",1319
42,1,59,"3",1098
42,1,60,"1",754
42,1,60,"3",775
42,1,61,"1",845
42,1,61,"3",772
42,1,62,"3",984
42,1,63,"1",755
42,1,63,"3",946
42,1,64,"1",798
42,1,65,"1",881
42,1,65,"3",909
42,1,66,"1",758
42,1,68,"1",875
42,1,68,"3",839
42,1,69,"3",870
42,1,70,"1",970
42,1,70,"3",1528
42,1,71,"1",898
42,1,72,"1",1161
42,1,72,"3",1000
13,1,1,"1",975
13,1,1,"3",1976
13,1,2,"1",881
13,1,2,"3",1344
13,1,3,"1",928
13,1,3,"3",1031
13,1,4,"1",843
13,1,4,"3",868
13,1,5,"1",897
13,1,5,"3",946
13,1,6,"1",887
13,1,6,"3",958
13,1,7,"1",1151
13,1,7,"3",1189
13,1,8,"1",936
13,1,8,"3",1094
13,1,9,"1",1013
13,1,9,"3",1058
13,1,10,"1",1068
13,1,10,"3",1131
13,1,11,"1",1202
13,1,11,"3",1431
13,1,12,"1",1071
13,1,12,"3",1236
13,1,13,"1",1293
13,1,13,"3",1656
13,1,14,"1",1028
13,1,14,"3",1176
13,1,15,"1",1209
13,1,15,"3",1348
13,1,16,"1",1143
13,1,16,"3",1416
13,1,17,"1",1212
13,1,17,"3",1573
13,1,18,"1",1408
13,1,18,"3",1205
13,1,19,"1",1282
13,1,19,"3",1444
13,1,20,"1",1310
13,1,20,"3",1526
13,1,21,"1",1787
13,1,22,"1",1158
13,1,22,"3",1084
13,1,23,"1",1082
13,1,23,"3",1524
13,1,24,"1",1276
13,1,24,"3",1206
13,1,25,"1",1253
13,1,25,"3",1583
13,1,26,"1",1131
13,1,26,"3",1294
13,1,27,"3",1141
13,1,28,"1",1045
13,1,28,"3",1309
13,1,29,"1",1442
13,1,29,"3",1917
13,1,30,"3",1094
13,1,31,"1",1292
13,1,31,"3",1049
13,1,32,"1",1135
13,1,32,"3",1325
13,1,33,"1",1064
13,1,33,"3",1114
13,1,34,"1",1574
13,1,34,"3",1604
13,1,35,"1",1464
13,1,36,"1",1374
13,1,36,"3",1022
13,1,37,"1",1149
13,1,37,"3",1029
13,1,38,"1",1053
13,1,38,"3",1145
13,1,39,"1",1430
13,1,39,"3",1286
13,1,40,"1",1381
13,1,40,"3",1459
13,1,41,"1",1413
13,1,41,"3",1485
13,1,42,"1",1109
13,1,42,"3",1069
13,1,43,"1",1735
13,1,43,"3",1168
13,1,44,"1",1832
13,1,44,"3",1470
13,1,45,"1",1162
13,1,45,"3",1239
13,1,46,"1",1080
13,1,46,"3",1074
13,1,47,"1",906
13,1,47,"3",802
13,1,48,"1",806
13,1,48,"3",761
13,1,49,"1",1290
13,1,49,"3",716
13,1,50,"1",863
13,1,50,"3",994
13,1,51,"1",1007
13,1,51,"3",1070
13,1,52,"1",1177
13,1,52,"3",1011
13,1,53,"1",988
13,1,53,"3",995
13,1,54,"1",1071
13,1,54,"3",1097
13,1,55,"1",1110
13,1,55,"3",1141
13,1,56,"1",914
13,1,56,"3",1140
13,1,57,"1",953
13,1,57,"3",1483
13,1,58,"1",841
13,1,58,"3",1026
13,1,59,"1",956
13,1,59,"3",1442
13,1,60,"1",1105
13,1,60,"3",1113
13,1,61,"1",952
13,1,61,"3",1092
13,1,62,"1",952
13,1,62,"3",1114
13,1,63,"1",1073
13,1,63,"3",1042
13,1,64,"1",1011
13,1,64,"3",980
13,1,65,"1",1073
13,1,65,"3",1162
13,1,66,"1",1381
13,1,66,"3",1135
13,1,67,"1",1161
13,1,67,"3",1039
13,1,68,"1",1210
13,1,68,"3",1025
13,1,69,"1",1015
13,1,69,"3",619
13,1,70,"3",965
13,1,71,"1",971
13,1,71,"3",1038
13,1,72,"1",920
13,1,72,"3",1042
69,1,1,"1",894
69,1,2,"1",884
69,1,2,"3",1622
69,1,3,"1",938
69,1,3,"3",1089
69,1,4,"1",853
69,1,4,"3",851
69,1,5,"1",764
69,1,5,"3",711
69,1,6,"1",831
69,1,6,"3",777
69,1,7,"1",890
69,1,7,"3",871
69,1,8,"1",854
69,1,8,"3",779
69,1,9,"1",869
69,1,9,"3",800
69,1,10,"1",879
69,1,10,"3",771
69,1,11,"1",956
69,1,11,"3",828
69,1,12,"1",865
69,1,12,"3",876
69,1,13,"1",910
69,1,13,"3",786
69,1,14,"1",788
69,1,14,"3",687
69,1,15,"1",689
69,1,15,"3",709
69,1,16,"1",802
69,1,16,"3",779
69,1,17,"1",942
69,1,17,"3",758
69,1,18,"1",883
69,1,18,"3",1167
69,1,19,"1",796
69,1,19,"3",792
69,1,20,"1",762
69,1,20,"3",810
69,1,21,"1",841
69,1,21,"3",861
69,1,22,"1",1242
69,1,22,"3",821
69,1,23,"1",801
69,1,23,"3",754
69,1,24,"1",832
69,1,24,"3",849
69,1,25,"1",770
69,1,25,"3",828
69,1,26,"1",816
69,1,26,"3",845
69,1,27,"1",811
69,1,27,"3",718
69,1,28,"1",817
69,1,28,"3",678
69,1,29,"1",827
69,1,29,"3",724
69,1,30,"1",823
69,1,30,"3",786
69,1,31,"1",908
69,1,31,"3",693
69,1,32,"1",858
69,1,32,"3",770
69,1,33,"1",803
69,1,33,"3",728
69,1,34,"1",840
69,1,34,"3",866
69,1,35,"1",1042
69,1,36,"1",847
69,1,37,"1",777
69,1,37,"3",775
69,1,38,"1",830
69,1,38,"3",777
69,1,39,"1",855
69,1,39,"3",793
69,1,40,"1",797
69,1,40,"3",697
69,1,41,"1",710
69,1,41,"3",755
69,1,42,"1",827
69,1,42,"3",755
69,1,43,"1",843
69,1,43,"3",694
69,1,44,"1",880
69,1,44,"3",726
69,1,45,"1",892
69,1,45,"3",785
69,1,46,"1",830
69,1,46,"3",790
69,1,47,"1",743
69,1,47,"3",928
69,1,48,"1",851
69,1,48,"3",722
69,1,49,"1",715
69,1,49,"3",785
69,1,50,"1",707
69,1,50,"3",712
69,1,51,"1",848
69,1,51,"3",696
69,1,52,"1",766
69,1,52,"3",830
69,1,53,"1",821
69,1,53,"3",745
69,1,54,"1",687
69,1,54,"3",743
69,1,55,"1",787
69,1,55,"3",726
69,1,56,"1",856
69,1,56,"3",697
69,1,57,"1",805
69,1,57,"3",732
69,1,58,"1",818
69,1,58,"3",764
69,1,59,"1",853
69,1,59,"3",799
69,1,60,"1",900
69,1,60,"3",849
69,1,61,"1",699
69,1,61,"3",783
69,1,62,"1",1115
69,1,62,"3",887
69,1,63,"1",794
69,1,63,"3",714
69,1,64,"1",765
69,1,64,"3",934
69,1,65,"1",815
69,1,65,"3",854
69,1,66,"1",777
69,1,66,"3",708
69,1,67,"1",765
69,1,67,"3",792
69,1,68,"1",746
69,1,68,"3",671
69,1,69,"1",822
69,1,69,"3",767
69,1,70,"1",823
69,1,70,"3",713
69,1,71,"1",919
69,1,71,"3",760
69,1,72,"1",784
69,1,72,"3",646
90,2,1,"1",807
90,2,1,"3",1116
90,2,2,"1",748
90,2,2,"3",942
90,2,3,"1",813
90,2,3,"3",859
90,2,4,"1",820
90,2,4,"3",768
90,2,5,"1",812
90,2,5,"3",788
90,2,6,"1",845
90,2,6,"3",811
90,2,7,"1",838
90,2,7,"3",682
90,2,8,"1",779
90,2,8,"3",692
90,2,9,"1",758
90,2,9,"3",838
90,2,10,"1",764
90,2,10,"3",770
90,2,11,"1",1077
90,2,11,"3",767
90,2,12,"1",806
90,2,12,"3",775
90,2,13,"1",1054
90,2,13,"3",881
90,2,14,"1",819
90,2,14,"3",676
90,2,15,"1",745
90,2,15,"3",732
90,2,16,"1",775
90,2,16,"3",802
90,2,17,"1",753
90,2,17,"3",743
90,2,18,"1",795
90,2,18,"3",746
90,2,19,"1",700
90,2,19,"3",662
90,2,20,"1",721
90,2,21,"1",644
90,2,21,"3",668
90,2,22,"1",736
90,2,22,"3",830
90,2,23,"1",824
90,2,23,"3",778
90,2,24,"1",806
90,2,24,"3",598
90,2,25,"1",755
90,2,25,"3",672
90,2,26,"1",765
90,2,26,"3",719
90,2,27,"1",785
90,2,27,"3",725
90,2,28,"1",695
90,2,28,"3",743
90,2,29,"1",812
90,2,29,"3",636
90,2,30,"1",731
90,2,30,"3",634
90,2,31,"1",786
90,2,31,"3",712
90,2,32,"1",769
90,2,32,"3",649
90,2,33,"1",725
90,2,33,"3",640
90,2,34,"1",763
90,2,34,"3",752
90,2,35,"1",707
90,2,35,"3",661
90,2,36,"1",842
90,2,36,"3",747
90,2,37,"1",781
90,2,37,"3",687
90,2,38,"1",712
90,2,38,"3",747
90,2,39,"1",722
90,2,39,"3",679
90,2,40,"1",797
90,2,40,"3",757
90,2,41,"1",977
90,2,41,"3",716
90,2,42,"1",669
90,2,42,"3",677
90,2,43,"3",731
90,2,44,"1",746
90,2,44,"3",622
90,2,45,"1",722
90,2,45,"3",888
90,2,46,"1",697
90,2,46,"3",627
90,2,47,"3",645
90,2,48,"1",734
90,2,48,"3",912
90,2,49,"1",749
90,2,49,"3",657
90,2,50,"1",719
90,2,50,"3",685
90,2,51,"1",793
90,2,51,"3",794
90,2,52,"1",732
90,2,52,"3",807
90,2,53,"1",797
90,2,53,"3",717
90,2,54,"1",681
90,2,54,"3",789
90,2,55,"3",667
90,2,56,"1",804
90,2,56,"3",818
90,2,57,"1",823
90,2,57,"3",652
90,2,58,"1",659
90,2,58,"3",675
90,2,59,"1",675
90,2,59,"3",675
90,2,60,"1",750
90,2,60,"3",674
90,2,61,"1",713
90,2,61,"3",715
90,2,62,"1",784
90,2,62,"3",799
90,2,63,"1",758
90,2,63,"3",720
90,2,64,"1",760
90,2,64,"3",637
90,2,65,"1",741
90,2,65,"3",692
90,2,66,"1",736
90,2,66,"3",622
90,2,67,"1",723
90,2,67,"3",847
90,2,68,"1",753
90,2,68,"3",690
90,2,69,"1",783
90,2,69,"3",616
90,2,70,"1",762
90,2,70,"3",688
90,2,71,"1",788
90,2,71,"3",674
90,2,72,"3",764
83,1,1,"1",1068
83,1,1,"3",1098
83,1,2,"1",964
83,1,2,"3",879
83,1,3,"1",995
83,1,3,"3",769
83,1,4,"1",970
83,1,4,"3",769
83,1,5,"1",920
83,1,5,"3",837
83,1,6,"1",1036
83,1,6,"3",716
83,1,7,"1",1094
83,1,7,"3",900
83,1,8,"1",1024
83,1,8,"3",879
83,1,9,"1",962
83,1,9,"3",1061
83,1,10,"1",991
83,1,10,"3",1105
83,1,11,"1",892
83,1,11,"3",876
83,1,12,"1",942
83,1,12,"3",760
83,1,13,"1",870
83,1,13,"3",691
83,1,14,"1",892
83,1,14,"3",762
83,1,15,"1",908
83,1,15,"3",814
83,1,16,"1",852
83,1,16,"3",750
83,1,17,"1",871
83,1,17,"3",733
83,1,18,"1",896
83,1,18,"3",712
83,1,19,"1",877
83,1,19,"3",662
83,1,20,"1",924
83,1,20,"3",686
83,1,21,"1",1056
83,1,21,"3",673
83,1,22,"1",1137
83,1,22,"3",734
83,1,23,"1",1145
83,1,23,"3",856
83,1,24,"1",1037
83,1,24,"3",852
83,1,25,"1",980
83,1,26,"1",851
83,1,26,"3",868
83,1,27,"1",1046
83,1,27,"3",1076
83,1,28,"1",772
83,1,28,"3",809
83,1,29,"1",1093
83,1,29,"3",649
83,1,30,"1",896
83,1,30,"3",1173
83,1,31,"1",1211
83,1,31,"3",880
83,1,32,"1",1407
83,1,32,"3",823
83,1,33,"1",858
83,1,33,"3",933
83,1,34,"1",949
83,1,34,"3",891
83,1,40,"1",895
83,1,41,"1",906
22,3,1,"1",1172
22,3,1,"3",1636
22,3,2,"1",1288
22,3,2,"3",1156
22,3,3,"1",1024
22,3,3,"3",1118
22,3,4,"1",974
22,3,4,"3",1127
22,3,5,"1",1035
22,3,5,"3",976
22,3,6,"1",1072
22,3,6,"3",998
22,3,7,"1",1239
22,3,7,"3",1099
22,3,8,"1",949
22,3,8,"3",1145
22,3,9,"1",1074
22,3,9,"3",1039
22,3,10,"1",1072
22,3,10,"3",1101
22,3,11,"1",982
22,3,11,"3",1389
22,3,12,"1",1123
22,3,12,"3",1015
22,3,13,"1",969
22,3,13,"3",927
22,3,14,"1",857
22,3,14,"3",1198
22,3,15,"1",1185
22,3,15,"3",1032
22,3,16,"1",1051
22,3,16,"3",1163
22,3,17,"1",938
22,3,17,"3",943
22,3,18,"1",970
22,3,18,"3",1120
22,3,19,"1",952
22,3,19,"3",970
22,3,20,"1",996
22,3,20,"3",1082
22,3,21,"1",1006
22,3,21,"3",874
22,3,22,"1",1028
22,3,22,"3",1062
22,3,23,"1",978
22,3,23,"3",957
22,3,24,"1",1013
22,3,24,"3",1056
22,3,25,"1",913
22,3,25,"3",1201
22,3,26,"1",900
22,3,26,"3",1177
22,3,27,"1",1136
22,3,27,"3",1170
22,3,28,"1",1342
22,3,28,"3",1106
22,3,29,"1",991
22,3,29,"3",1101
22,3,30,"1",989
22,3,30,"3",1110
22,3,31,"1",1073
22,3,31,"3",1030
22,3,32,"1",1045
22,3,32,"3",1113
22,3,33,"1",1002
22,3,33,"3",994
22,3,34,"1",1061
22,3,34,"3",1151
22,3,35,"1",922
22,3,35,"3",1014
22,3,36,"1",906
22,3,36,"3",1076
22,3,37,"1",1241
22,3,37,"3",928
22,3,38,"1",1015
22,3,38,"3",1099
22,3,39,"1",875
22,3,39,"3",976
22,3,40,"1",1000
22,3,40,"3",966
22,3,41,"1",1789
22,3,41,"3",1123
22,3,42,"1",1039
22,3,42,"3",1292
22,3,43,"1",929
22,3,43,"3",1014
22,3,44,"1",938
22,3,44,"3",1089
22,3,45,"1",1043
22,3,45,"3",1238
22,3,46,"1",951
22,3,46,"3",1114
22,3,47,"1",953
22,3,47,"3",1021
22,3,48,"1",867
22,3,48,"3",1022
22,3,49,"1",968
22,3,49,"3",1139
22,3,50,"1",910
22,3,50,"3",891
22,3,51,"1",1015
22,3,51,"3",1029
22,3,52,"1",1005
22,3,52,"3",1032
22,3,53,"1",963
22,3,53,"3",1155
22,3,54,"1",970
22,3,54,"3",1016
22,3,55,"1",1095
22,3,55,"3",1162
22,3,56,"1",1130
22,3,56,"3",1090
22,3,57,"1",956
22,3,57,"3",1188
22,3,58,"1",1114
22,3,58,"3",1302
22,3,59,"1",1071
22,3,59,"3",1205
22,3,60,"1",1023
22,3,60,"3",1257
22,3,61,"1",950
22,3,61,"3",1157
22,3,62,"1",1008
22,3,62,"3",1115
22,3,63,"1",1107
22,3,63,"3",939
22,3,64,"1",1507
22,3,64,"3",1420
22,3,65,"3",1389
22,3,66,"1",1097
22,3,66,"3",1394
22,3,67,"1",1247
22,3,67,"3",1063
22,3,68,"1",1046
22,3,68,"3",1135
22,3,69,"1",1041
22,3,69,"3",1142
22,3,70,"1",1104
22,3,70,"3",1346
22,3,71,"1",1131
22,3,71,"3",1221
22,3,72,"1",1154
22,3,72,"3",1099
253,3,1,"1",1028
253,3,2,"1",968
253,3,3,"1",900
253,3,3,"3",1272
253,3,4,"1",1092
253,3,4,"3",1252
253,3,5,"1",869
253,3,5,"3",964
253,3,6,"1",932
253,3,6,"3",1660
253,3,7,"1",816
253,3,7,"3",952
253,3,8,"1",872
253,3,8,"3",1088
253,3,9,"1",936
253,3,9,"3",784
253,3,10,"1",852
253,3,10,"3",876
253,3,11,"1",824
253,3,11,"3",940
253,3,12,"1",812
253,3,12,"3",1004
253,3,13,"1",848
253,3,13,"3",820
253,3,14,"1",893
253,3,14,"3",796
253,3,15,"1",836
253,3,15,"3",992
253,3,16,"1",944
253,3,16,"3",836
253,3,17,"1",760
253,3,17,"3",1012
253,3,18,"1",753
253,3,18,"3",1012
253,3,19,"1",888
253,3,19,"3",808
253,3,20,"1",724
253,3,20,"3",872
253,3,21,"1",912
253,3,21,"3",793
253,3,22,"1",1040
253,3,22,"3",784
253,3,23,"1",792
253,3,23,"3",864
253,3,24,"1",884
253,3,24,"3",784
253,3,25,"1",748
253,3,25,"3",884
253,3,26,"1",660
253,3,26,"3",877
253,3,27,"1",888
253,3,27,"3",981
253,3,28,"1",1380
253,3,28,"3",840
253,3,29,"1",769
253,3,29,"3",916
253,3,30,"1",816
253,3,30,"3",696
253,3,31,"1",824
253,3,31,"3",828
253,3,32,"1",780
253,3,32,"3",632
253,3,33,"1",940
253,3,33,"3",680
253,3,34,"1",560
253,3,34,"3",616
253,3,35,"1",748
253,3,35,"3",720
253,3,36,"1",728
253,3,36,"3",713
253,3,37,"1",667
253,3,37,"3",724
253,3,38,"1",702
253,3,38,"3",705
253,3,39,"1",911
253,3,39,"3",761
253,3,40,"1",734
253,3,40,"3",774
253,3,41,"1",755
253,3,41,"3",676
253,3,42,"1",710
253,3,42,"3",764
253,3,43,"1",852
253,3,43,"3",1011
253,3,44,"1",710
253,3,44,"3",832
253,3,45,"1",737
253,3,45,"3",728
253,3,46,"1",754
253,3,46,"3",748
253,3,47,"1",881
253,3,47,"3",740
253,3,48,"1",738
253,3,48,"3",812
253,3,50,"1",996
253,3,50,"3",755
253,3,51,"1",807
253,3,51,"3",802
253,3,52,"1",918
253,3,52,"3",313
253,3,53,"1",762
253,3,53,"3",632
253,3,54,"1",933
253,3,54,"3",1082
253,3,55,"1",874
253,3,55,"3",940
253,3,56,"1",854
253,3,56,"3",781
253,3,57,"1",755
253,3,57,"3",1242
253,3,58,"1",631
253,3,58,"3",1321
253,3,59,"1",1086
253,3,59,"3",1053
253,3,60,"1",843
253,3,60,"3",1148
253,3,61,"1",756
253,3,61,"3",697
253,3,62,"1",709
253,3,62,"3",762
253,3,63,"1",766
253,3,63,"3",833
253,3,64,"1",723
253,3,64,"3",1146
253,3,65,"1",762
253,3,66,"3",678
253,3,67,"1",1412
253,3,67,"3",1055
253,3,68,"1",730
253,3,68,"3",792
253,3,69,"1",704
253,3,69,"3",794
253,3,70,"1",810
253,3,70,"3",670
253,3,71,"1",787
253,3,71,"3",1170
253,3,72,"1",739
253,3,72,"3",706
254,2,1,"1",1065
254,2,1,"3",1177
254,2,2,"1",867
254,2,2,"3",944
254,2,3,"1",844
254,2,3,"3",861
254,2,4,"1",881
254,2,4,"3",909
254,2,5,"1",862
254,2,5,"3",662
254,2,6,"1",872
254,2,6,"3",847
254,2,7,"1",915
254,2,7,"3",903
254,2,8,"3",913
254,2,9,"1",1085
254,2,9,"3",813
254,2,10,"1",1357
254,2,10,"3",805
254,2,11,"1",900
254,2,11,"3",620
254,2,12,"1",836
254,2,12,"3",740
254,2,13,"1",1014
254,2,13,"3",775
254,2,14,"1",846
254,2,14,"3",705
254,2,15,"1",751
254,2,15,"3",720
254,2,16,"1",839
254,2,16,"3",736
254,2,17,"1",1072
254,2,17,"3",1596
254,2,18,"1",1155
254,2,18,"3",743
254,2,19,"1",1014
254,2,19,"3",826
254,2,20,"1",1047
254,2,20,"3",1763
254,2,21,"1",919
254,2,21,"3",743
254,2,22,"1",1059
254,2,22,"3",748
254,2,23,"1",1069
254,2,23,"3",661
254,2,24,"1",1178
254,2,24,"3",725
254,2,25,"1",1028
254,2,25,"3",1473
254,2,26,"1",993
254,2,26,"3",781
254,2,27,"1",1137
254,2,27,"3",758
254,2,28,"1",1139
254,2,28,"3",705
254,2,29,"1",1213
254,2,29,"3",748
254,2,30,"1",1108
254,2,30,"3",865
254,2,31,"1",1157
254,2,31,"3",666
254,2,32,"1",1088
254,2,32,"3",1062
254,2,33,"1",983
254,2,33,"3",1239
254,2,34,"1",1317
254,2,34,"3",1325
254,2,35,"1",1021
254,2,35,"3",716
254,2,36,"1",952
254,2,36,"3",847
254,2,37,"1",1058
254,2,37,"3",768
254,2,38,"1",1476
254,2,38,"3",792
254,2,39,"1",1082
254,2,39,"3",630
254,2,40,"1",1405
254,2,40,"3",661
254,2,41,"1",1016
254,2,41,"3",738
254,2,42,"1",1042
254,2,42,"3",747
254,2,43,"1",1034
254,2,43,"3",1035
254,2,44,"1",1218
254,2,44,"3",977
254,2,45,"1",1192
254,2,45,"3",879
254,2,46,"1",1019
254,2,46,"3",721
254,2,47,"1",1192
254,2,47,"3",780
254,2,48,"1",1610
254,2,48,"3",1264
254,2,49,"1",1512
254,2,49,"3",1029
254,2,50,"1",1173
254,2,50,"3",755
254,2,51,"1",1281
254,2,51,"3",856
254,2,52,"1",1352
254,2,52,"3",1177
254,2,53,"1",1244
254,2,53,"3",775
254,2,54,"1",1132
254,2,54,"3",811
254,2,55,"1",1361
254,2,55,"3",696
254,2,56,"1",1066
254,2,56,"3",729
254,2,57,"1",1083
254,2,57,"3",702
254,2,58,"1",1501
254,2,58,"3",808
254,2,59,"1",1128
254,2,59,"3",766
254,2,60,"1",1297
254,2,60,"3",1064
254,2,61,"1",838
254,2,61,"3",714
254,2,62,"1",779
254,2,62,"3",627
254,2,63,"1",742
254,2,63,"3",665
254,2,64,"1",837
254,2,64,"3",669
254,2,65,"1",767
254,2,65,"3",715
254,2,66,"1",993
254,2,66,"3",740
254,2,67,"1",704
254,2,67,"3",594
254,2,68,"1",855
254,2,68,"3",663
254,2,69,"1",827
254,2,69,"3",654
254,2,70,"1",757
254,2,70,"3",711
254,2,71,"1",712
254,2,71,"3",680
254,2,72,"1",977
254,2,72,"3",749
2,2,1,"1",967
2,2,1,"3",1570
2,2,2,"1",918
2,2,2,"3",1194
2,2,3,"1",919
2,2,3,"3",962
2,2,4,"1",871
2,2,4,"3",1086
2,2,5,"1",852
2,2,5,"3",1189
2,2,6,"1",863
2,2,6,"3",742
2,2,7,"1",878
2,2,7,"3",1125
2,2,8,"1",1065
2,2,8,"3",1094
2,2,9,"1",1240
2,2,9,"3",1227
2,2,10,"1",971
2,2,10,"3",788
2,2,11,"1",840
2,2,11,"3",736
2,2,12,"1",878
2,2,12,"3",700
2,2,13,"1",904
2,2,13,"3",879
2,2,14,"1",1138
2,2,14,"3",1348
2,2,15,"1",920
2,2,15,"3",789
2,2,16,"1",792
2,2,16,"3",1029
2,2,17,"1",986
2,2,17,"3",808
2,2,18,"1",743
2,2,19,"3",720
2,2,20,"1",839
2,2,21,"1",792
2,2,21,"3",809
2,2,22,"1",855
2,2,22,"3",877
2,2,23,"3",1627
2,2,24,"3",1008
2,2,28,"3",1057
2,2,29,"1",819
2,2,29,"3",818
2,2,30,"1",815
2,2,30,"3",1470
2,2,31,"1",853
2,2,32,"3",1660
2,2,33,"3",1050
2,2,34,"1",905
2,2,34,"3",765
2,2,36,"3",723
2,2,41,"3",1177
2,2,42,"3",573
2,2,43,"3",620
2,2,53,"1",909
2,2,53,"3",1549
2,2,54,"1",1105
2,2,54,"3",1205
2,2,56,"1",1447
2,2,56,"3",1257
4,2,1,"1",990
4,2,1,"3",1143
4,2,2,"1",1114
4,2,2,"3",1076
4,2,3,"1",974
4,2,3,"3",1168
